NS	GO_ID	dcnt	Depth	human_IC	mouse_IC	fly_IC	Diversity_IC	human_GeneCount	mouse_GeneCount	fly_GeneCount	Diversity_GeneCount	Name
CC	GO:0009546	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	plasmodesmatal cytoplasmic sleeve
CC	GO:0009548	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	plasmodesmatal plasma membrane
CC	GO:0009549	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	cellulose microfibril
BP	GO:0009561	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	megagametogenesis
BP	GO:0009566	3	2	0.0	0.0	0.0	0.0	0	0	0	0.0	fertilization
CC	GO:0009574	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	preprophase band
BP	GO:0009605	454	2	0.0	0.0	0.0	0.0	0	0	0	0.0	response to external stimulus
BP	GO:0009607	284	2	0.0	0.0	0.0	0.0	0	0	0	0.0	response to biotic stimulus
BP	GO:0009628	247	2	0.0	0.0	0.5596157879354228	-0.0	0	0	0	0.0	response to abiotic stimulus
BP	GO:0009653	696	2	0.0	0.0	0.0	0.0	0	0	0	0.0	anatomical structure morphogenesis
BP	GO:0009719	267	2	0.0	0.0	0.0	0.0	0	0	0	0.0	response to endogenous stimulus
BP	GO:0009791	26	2	0.0	0.0	0.0	0.0	0	0	0	0.0	post-embryonic development
BP	GO:0009838	4	2	0.0	0.0	0.0	0.0	0	0	0	0.0	abscission
BP	GO:0009845	1	2	0.0	0.0	0.0	0.0	0	0	0	0.0	seed germination
BP	GO:0009846	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	pollen germination
BP	GO:0009856	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	pollination
CC	GO:0009930	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	longitudinal side of cell surface
MF	GO:0009975	25	2	0.0	0.0	0.0	0.0	0	0	0	0.0	cyclase activity
CC	GO:0009986	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	cell surface
BP	GO:0010014	4	2	0.0	0.0	0.0	0.0	0	0	0	0.0	meristem initiation
BP	GO:0010022	1	2	0.0	0.0	0.0	0.0	0	0	0	0.0	meristem determinacy
BP	GO:0010073	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	meristem maintenance
BP	GO:0010118	2	2	0.0	0.0	0.0	0.0	0	0	0	0.0	stomatal movement
BP	GO:0010127	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	mycothiol-dependent detoxification
CC	GO:0010287	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	plastoglobule
BP	GO:0010312	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	detoxification of zinc ion
CC	GO:0010319	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	stromule
CC	GO:0010339	1	2	0.0	0.0	0.0	0.0	0	0	0	0.0	external side of cell wall
BP	GO:0010483	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	pollen tube reception
CC	GO:0012505	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	endomembrane system
CC	GO:0014705	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	C zone
CC	GO:0014801	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	longitudinal sarcoplasmic reticulum
BP	GO:0014823	5	2	0.0	0.0	0.0	0.0	0	0	0	0.0	response to activity
BP	GO:0014854	7	2	0.0	0.0	0.0	0.0	0	0	0	0.0	response to inactivity
BP	GO:0014874	10	2	0.0	0.0	0.0	0.0	0	0	0	0.0	response to stimulus involved in regulation of muscle adaptation
CC	GO:0015627	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	type II protein secretion system complex
MF	GO:0015643	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	toxic substance binding
CC	GO:0016020	215	2	0.10536051565782628	1.2039728043259361	1.252762968495368	0.8359500613990367	0	3	0	-0.0	membrane
BP	GO:0016037	2	2	0.0	0.0	0.0	0.0	0	0	0	0.0	light absorption
BP	GO:0016049	41	2	0.0	0.0	0.0	0.0	0	0	0	0.0	cell growth
BP	GO:0016203	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	muscle attachment
MF	GO:0016218	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	polyketide synthase activity
MF	GO:0016251	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	RNA polymerase II general transcription initiation factor activity
CC	GO:0016272	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	prefoldin complex
CC	GO:0016328	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	lateral plasma membrane
CC	GO:0016363	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	nuclear matrix
CC	GO:0016459	21	2	0.0	0.0	0.0	0.0	0	0	0	0.0	myosin complex
MF	GO:0016490	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	structural constituent of peritrophic membrane
MF	GO:0016491	2327	2	0.0	0.0	0.0	0.0	0	0	0	0.0	oxidoreductase activity
MF	GO:0016530	5	2	0.0	0.0	0.0	0.0	0	0	0	0.0	metallochaperone activity
CC	GO:0016604	13	2	0.0	0.0	0.0	0.0	0	0	0	0.0	nuclear body
MF	GO:0016740	2516	2	0.0	0.0	0.0	0.0	0	0	0	0.0	transferase activity
MF	GO:0016787	1441	2	0.0	0.0	2.0794415416798357	-0.0	0	0	0	0.0	hydrolase activity
MF	GO:0016829	621	2	0.0	0.0	0.0	0.0	0	0	0	0.0	lyase activity
MF	GO:0016853	281	2	0.0	0.0	0.0	0.0	0	0	0	0.0	isomerase activity
MF	GO:0016874	279	2	0.0	0.0	0.0	0.0	0	0	0	0.0	ligase activity
MF	GO:0016964	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	alpha-2 macroglobulin receptor activity
BP	GO:0016999	70	2	0.0	0.0	0.0	0.0	0	0	0	0.0	antibiotic metabolic process
MF	GO:0017056	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	structural constituent of nuclear pore
CC	GO:0017102	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	methionyl glutamyl tRNA synthetase complex
CC	GO:0018444	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	translation release factor complex
BP	GO:0018933	2	2	0.0	0.0	0.0	0.0	0	0	0	0.0	nicotine metabolic process
CC	GO:0018995	119	2	0.0	0.0	0.0	0.0	0	0	0	0.0	host cellular component
CC	GO:0019013	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	viral nucleocapsid
CC	GO:0019028	14	2	0.0	0.0	0.0	0.0	0	0	0	0.0	viral capsid
CC	GO:0019033	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	viral tegument
CC	GO:0019035	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	viral integration complex
CC	GO:0019036	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	viral transcriptional complex
BP	GO:0019042	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	viral latency
BP	GO:0019043	4	2	0.0	0.0	0.0	0.0	0	0	0	0.0	establishment of viral latency
BP	GO:0019044	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	maintenance of viral latency
BP	GO:0019045	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	latent virus replication
BP	GO:0019046	1	2	0.0	0.0	0.0	0.0	0	0	0	0.0	release from viral latency
BP	GO:0019058	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	viral life cycle
BP	GO:0019061	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	uncoating of virus
BP	GO:0019068	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	virion assembly
BP	GO:0019069	4	2	0.0	0.0	0.0	0.0	0	0	0	0.0	viral capsid assembly
BP	GO:0019070	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	viral genome maturation
BP	GO:0019072	6	2	0.0	0.0	0.0	0.0	0	0	0	0.0	viral genome packaging
BP	GO:0019075	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	virus maturation
BP	GO:0019079	13	2	0.0	0.0	0.0	0.0	0	0	0	0.0	viral genome replication
BP	GO:0019080	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	viral gene expression
BP	GO:0019081	1	2	0.0	0.0	0.0	0.0	0	0	0	0.0	viral translation
BP	GO:0019082	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	viral protein processing
BP	GO:0019083	6	2	0.0	0.0	0.0	0.0	0	0	0	0.0	viral transcription
MF	GO:0019215	1	2	0.0	0.0	0.0	0.0	0	0	0	0.0	intermediate filament binding
BP	GO:0019725	105	2	0.0	2.3025850929940455	0.0	-0.0	0	0	0	0.0	cellular homeostasis
BP	GO:0019748	378	2	0.0	0.0	0.0	0.0	0	0	0	0.0	secondary metabolic process
CC	GO:0019773	2	2	0.0	0.0	0.0	0.0	0	0	0	0.0	proteasome core complex, alpha-subunit complex
CC	GO:0019774	2	2	0.0	0.0	0.0	0.0	0	0	0	0.0	proteasome core complex, beta-subunit complex
CC	GO:0019814	30	2	0.10536051565782628	0.0	0.0	-0.0	9	0	0	-0.0	immunoglobulin complex
MF	GO:0019826	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	oxygen sensor activity
BP	GO:0019835	2	2	0.0	0.0	0.0	0.0	0	0	0	0.0	cytolysis
BP	GO:0019882	47	2	0.0	0.0	0.0	0.0	0	0	0	0.0	antigen processing and presentation
CC	GO:0019898	42	2	0.0	0.0	0.0	0.0	0	0	0	0.0	extrinsic component of membrane
MF	GO:0019911	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	structural constituent of myelin sheath
BP	GO:0019953	2	2	0.0	0.0	0.0	0.0	0	0	0	0.0	sexual reproduction
BP	GO:0019954	23	2	0.0	0.0	0.0	0.0	0	0	0	0.0	asexual reproduction
CC	GO:0020007	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	apical complex
CC	GO:0020008	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	rhoptry
CC	GO:0020010	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	conoid
CC	GO:0020016	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	ciliary pocket
CC	GO:0020023	1	2	0.0	0.0	0.0	0.0	0	0	0	0.0	kinetoplast
CC	GO:0020031	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	polar ring of apical complex
CC	GO:0020032	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	basal ring of apical complex
CC	GO:0020038	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	subpellicular network
CC	GO:0020039	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	pellicle
BP	GO:0021700	77	2	0.0	0.0	0.0	0.0	0	0	0	0.0	developmental maturation
BP	GO:0022004	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	midbrain-hindbrain boundary maturation during brain development
BP	GO:0022005	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	midbrain-hindbrain boundary maturation during neural plate development
BP	GO:0022402	421	2	0.0	2.3025850929940455	1.9459101490553135	0.6896189558298694	0	0	0	0.0	cell cycle process
BP	GO:0022403	46	2	0.0	0.0	0.0	0.0	0	0	0	0.0	cell cycle phase
BP	GO:0022404	12	2	0.0	0.0	0.0	0.0	0	0	0	0.0	molting cycle process
BP	GO:0022406	21	2	0.0	0.0	0.0	0.0	0	0	0	0.0	membrane docking
BP	GO:0022412	143	2	0.0	0.0	1.252762968495368	-0.0	0	0	0	0.0	cellular process involved in reproduction in multicellular organism
BP	GO:0022413	6	2	0.0	0.0	0.0	0.0	0	0	0	0.0	reproductive process in single-celled organism
BP	GO:0022601	3	2	0.0	0.0	0.0	0.0	0	0	0	0.0	menstrual cycle phase
BP	GO:0022602	21	2	0.0	0.0	0.0	0.0	0	0	0	0.0	ovulation cycle process
BP	GO:0022608	2	2	0.0	0.0	0.0	0.0	0	0	0	0.0	multicellular organism adhesion
BP	GO:0022611	26	2	0.0	0.0	0.0	0.0	0	0	0	0.0	dormancy process
CC	GO:0022623	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	proteasome-activating nucleotidase complex
CC	GO:0022624	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	proteasome accessory complex
MF	GO:0022857	1032	2	0.0	0.0	0.0	0.0	0	0	0	0.0	transmembrane transporter activity
CC	GO:0030017	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	sarcomere
CC	GO:0030018	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	Z disc
BP	GO:0030029	60	2	0.0	0.0	0.0	0.0	0	0	0	0.0	actin filament-based process
CC	GO:0030054	73	2	0.0	0.0	0.0	0.0	0	0	0	0.0	cell junction
CC	GO:0030061	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	mitochondrial crista
CC	GO:0030076	9	2	0.0	0.0	0.0	0.0	0	0	0	0.0	light-harvesting complex
CC	GO:0030080	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	B875 antenna complex
CC	GO:0030081	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	B800-820 antenna complex
CC	GO:0030082	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	B800-850 antenna complex
MF	GO:0030226	1	2	0.0	0.0	0.0	0.0	0	0	0	0.0	apolipoprotein receptor activity
MF	GO:0030228	4	2	0.0	0.0	0.0	0.0	0	0	0	0.0	lipoprotein particle receptor activity
MF	GO:0030234	164	2	0.0	0.0	0.0	0.0	0	0	0	0.0	enzyme regulator activity
MF	GO:0030246	46	2	0.0	0.0	0.0	0.0	0	0	0	0.0	carbohydrate binding
CC	GO:0030256	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	type I protein secretion system complex
CC	GO:0030257	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	type III protein secretion system complex
MF	GO:0030280	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	structural constituent of skin epidermis
MF	GO:0030281	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	structural constituent of cutaneous appendage
CC	GO:0030312	49	2	0.0	0.0	0.0	0.0	0	0	0	0.0	external encapsulating structure
CC	GO:0030314	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	junctional membrane complex
CC	GO:0030315	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	T-tubule
MF	GO:0030371	4	2	0.0	0.0	0.0	0.0	0	0	0	0.0	translation repressor activity
CC	GO:0030427	12	2	0.0	0.0	0.0	0.0	0	0	0	0.0	site of polarized growth
CC	GO:0030428	6	2	0.0	0.0	0.0	0.0	0	0	0	0.0	cell septum
BP	GO:0030431	1	2	0.0	0.0	0.0	0.0	0	0	0	0.0	sleep
BP	GO:0030447	18	2	0.0	0.0	0.0	0.0	0	0	0	0.0	filamentous growth
CC	GO:0030478	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	actin cap
CC	GO:0030486	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	smooth muscle dense body
CC	GO:0030496	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	midbody
MF	GO:0030527	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	structural constituent of chromatin
MF	GO:0030545	50	2	0.0	0.0	0.0	0.0	0	0	0	0.0	signaling receptor regulator activity
BP	GO:0030588	2	2	0.0	0.0	0.0	0.0	0	0	0	0.0	pseudocleavage
MF	GO:0030674	54	2	0.0	0.0	0.0	0.0	0	0	0	0.0	protein-macromolecule adaptor activity
CC	GO:0030694	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	bacterial-type flagellum basal body, rod
CC	GO:0030874	2	2	0.0	0.0	0.0	0.0	0	0	0	0.0	nucleolar chromatin
CC	GO:0030875	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	rDNA protrusion
MF	GO:0030899	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	calcium-dependent ATPase activity
CC	GO:0030990	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	intraciliary transport particle
CC	GO:0030991	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	intraciliary transport particle A
CC	GO:0030992	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	intraciliary transport particle B
CC	GO:0030993	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	axonemal heterotrimeric kinesin-II complex
CC	GO:0031074	2	2	0.0	0.0	0.0	0.0	0	0	0	0.0	nucleocytoplasmic transport complex
CC	GO:0031105	2	2	0.0	0.0	0.0	0.0	0	0	0	0.0	septin complex
BP	GO:0031128	16	2	0.0	0.0	0.0	0.0	0	0	0	0.0	developmental induction
CC	GO:0031209	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	SCAR complex
CC	GO:0031251	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	PAN complex
CC	GO:0031252	4	2	0.0	0.0	0.0	0.0	0	0	0	0.0	cell leading edge
CC	GO:0031254	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	cell trailing edge
CC	GO:0031256	7	2	0.0	0.0	0.0	0.0	0	0	0	0.0	leading edge membrane
CC	GO:0031257	1	2	0.0	0.0	0.0	0.0	0	0	0	0.0	cell trailing edge membrane
CC	GO:0031262	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	Ndc80 complex
MF	GO:0031386	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	protein tag activity
CC	GO:0031389	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	Rad17 RFC-like complex
CC	GO:0031395	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	bursicon neuropeptide hormone complex
MF	GO:0031409	1	2	0.0	0.0	0.0	0.0	0	0	0	0.0	pigment binding
BP	GO:0031413	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of buoyancy
BP	GO:0031424	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	keratinization
CC	GO:0031430	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	M band
BP	GO:0031503	60	2	0.0	0.0	0.0	0.0	0	0	0	0.0	protein-containing complex localization
CC	GO:0031511	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	Mis6-Sim4 complex
CC	GO:0031521	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	spitzenkorper
CC	GO:0031592	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	centrosomal corona
CC	GO:0031672	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	A band
CC	GO:0031673	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	H zone
CC	GO:0031674	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	I band
CC	GO:0031680	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	G-protein beta/gamma-subunit complex
CC	GO:0031838	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	haptoglobin-hemoglobin complex
CC	GO:0031910	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	cytostome
CC	GO:0031911	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	cytoproct
CC	GO:0031912	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	oral apparatus
CC	GO:0031941	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	filamentous actin
CC	GO:0031974	83	2	0.0	0.0	0.0	0.0	0	0	0	0.0	membrane-enclosed lumen
CC	GO:0031975	11	2	0.0	0.0	0.0	0.0	0	0	0	0.0	envelope
CC	GO:0031977	5	2	0.0	0.0	0.0	0.0	0	0	0	0.0	thylakoid lumen
CC	GO:0031984	14	2	0.0	0.0	0.0	0.0	0	0	0	0.0	organelle subcompartment
BP	GO:0031987	1	2	0.0	0.0	0.0	0.0	0	0	0	0.0	locomotion involved in locomotory behavior
MF	GO:0031992	1	2	0.0	0.0	0.0	0.0	0	0	0	0.0	energy transducer activity
CC	GO:0032123	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	deep fiber
CC	GO:0032126	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	eisosome
CC	GO:0032153	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	cell division site
CC	GO:0032158	2	2	0.0	0.0	0.0	0.0	0	0	0	0.0	septin band
CC	GO:0032161	5	2	0.0	0.0	0.0	0.0	0	0	0	0.0	cleavage apparatus septin structure
CC	GO:0032178	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	medial membrane band
CC	GO:0032179	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	germ tube
BP	GO:0032196	4	2	0.0	0.0	0.0	0.0	0	0	0	0.0	transposition
BP	GO:0032259	79	2	0.0	0.0	0.0	0.0	0	0	0	0.0	methylation
CC	GO:0032300	7	2	0.0	0.0	0.0	0.0	0	0	0	0.0	mismatch repair complex
CC	GO:0032311	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	angiogenin-PRI complex
CC	GO:0032426	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	stereocilium tip
CC	GO:0032432	11	2	0.0	0.0	0.0	0.0	0	0	0	0.0	actin filament bundle
CC	GO:0032433	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	filopodium tip
CC	GO:0032437	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	cuticular plate
MF	GO:0032451	32	2	0.0	0.0	0.0	0.0	0	0	0	0.0	demethylase activity
BP	GO:0032504	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	multicellular organism reproduction
BP	GO:0032505	3	2	0.0	0.0	0.0	0.0	0	0	0	0.0	reproduction of a single-celled organism
CC	GO:0032579	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	apical lamina of hyaline layer
CC	GO:0032584	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	growth cone membrane
CC	GO:0032766	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	NHE3/E3KARP/ACTN4 complex
CC	GO:0032777	1	2	0.0	0.0	0.0	0.0	0	0	0	0.0	piccolo histone acetyltransferase complex
BP	GO:0032898	1	2	0.0	0.0	0.0	0.0	0	0	0	0.0	neurotrophin production
BP	GO:0032963	2	2	0.0	0.0	0.0	0.0	0	0	0	0.0	collagen metabolic process
CC	GO:0032992	1	2	0.0	0.0	0.0	0.0	0	0	0	0.0	protein-carbohydrate complex
CC	GO:0032993	53	2	0.0	0.0	0.0	0.0	0	0	0	0.0	protein-DNA complex
CC	GO:0032994	13	2	0.0	0.0	0.0	0.0	0	0	0	0.0	protein-lipid complex
CC	GO:0033012	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	porosome
BP	GO:0033036	409	2	0.0	0.0	0.0	0.0	0	0	0	0.0	macromolecule localization
BP	GO:0033058	2	2	0.0	0.0	0.0	0.0	0	0	0	0.0	directional locomotion
BP	GO:0033059	2	2	0.0	0.0	0.0	0.0	0	0	0	0.0	cellular pigmentation
BP	GO:0033060	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	ocellus pigmentation
CC	GO:0033061	5	2	0.0	0.0	0.0	0.0	0	0	0	0.0	DNA recombinase mediator complex
CC	GO:0033101	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	cellular bud membrane
CC	GO:0033104	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	type VI protein secretion system complex
CC	GO:0033150	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	cytoskeletal calyx
CC	GO:0033172	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	gas vesicle shell
CC	GO:0033186	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	CAF-1 complex
CC	GO:0033193	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	Lsd1/2 complex
MF	GO:0033218	70	2	0.0	0.0	0.0	0.0	0	0	0	0.0	amide binding
CC	GO:0033268	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	node of Ranvier
CC	GO:0033269	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	internode region of axon
CC	GO:0033270	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	paranode region of axon
CC	GO:0033551	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	monopolin complex
MF	GO:0033568	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	lactoferrin receptor activity
CC	GO:0033596	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	TSC1-TSC2 complex
CC	GO:0033774	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	basal labyrinth
CC	GO:0034044	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	exomer complex
MF	GO:0034246	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	mitochondrial transcription factor activity
CC	GO:0034270	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	Cvt complex
BP	GO:0034337	1	2	0.0	0.0	0.0	0.0	0	0	0	0.0	RNA folding
BP	GO:0034381	7	2	0.0	0.0	0.0	0.0	0	0	0	0.0	plasma lipoprotein particle clearance
CC	GO:0034399	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	nuclear periphery
CC	GO:0034451	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	centriolar satellite
CC	GO:0034464	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	BBSome
CC	GO:0034646	2	2	0.0	0.0	0.0	0.0	0	0	0	0.0	organelle-enclosing lipid monolayer
CC	GO:0034748	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	Par3-APC-KIF3A complex
CC	GO:0034749	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	Scrib-APC complex
CC	GO:0034750	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	Scrib-APC-beta-catenin complex
CC	GO:0034973	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	Sid2-Mob1 complex
CC	GO:0034992	1	2	0.0	0.0	0.0	0.0	0	0	0	0.0	microtubule organizing center attachment site
CC	GO:0034996	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	RasGAP-Fyn-Lyn-Yes complex
BP	GO:0035073	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	pupariation
BP	GO:0035074	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	pupation
CC	GO:0035182	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	female germline ring canal outer rim
CC	GO:0035183	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	female germline ring canal inner rim
CC	GO:0035253	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	ciliary rootlet
BP	GO:0035314	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	scab formation
CC	GO:0035649	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	Nrd1 complex
CC	GO:0035686	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	sperm fibrous sheath
CC	GO:0035693	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	NOS2-CD74 complex
BP	GO:0035732	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	nitric oxide storage
CC	GO:0035748	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	myelin sheath abaxonal region
CC	GO:0035749	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	myelin sheath adaxonal region
BP	GO:0035821	341	2	0.0	0.0	0.0	0.0	0	0	0	0.0	modulation of process of another organism
CC	GO:0035843	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	endonuclear canal
CC	GO:0035859	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	Seh1-associated complex
CC	GO:0035869	1	2	0.0	0.0	0.0	0.0	0	0	0	0.0	ciliary transition zone
BP	GO:0035889	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	otolith tethering
MF	GO:0035991	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	nitric oxide sensor activity
CC	GO:0036007	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	scintillon
CC	GO:0036038	0	2	0.0	0.0	0.0	0.0	0	0	0	0.0	MKS complex
